Species	otu	baseMean	log2FoldChange	lfcSE	pvalue	padj	comparison	variable	significant
Holdemania_filiformis	Otu_444	101.31868367448203	-0.3976231204758529	1.3549868456379697	0.5081231089146474	0.7736310429137406	female_vs_male	gender	no
Fusobacterium_ulcerans	Otu_510	8.81625820741386	0.4464818078218494	1.8613262930193517	0.512418631702328	0.7736310429137406	female_vs_male	gender	no
Turicimonas_muris	Otu_518	134.65181241257707	0.3900089190109728	1.4316933614795417	0.5186844492262579	0.7736310429137406	female_vs_male	gender	no
Bacteroides_stercoris	Otu_109	14065.385084882957	-0.38977665076256685	1.0280690979020835	0.5309876819916779	0.7809046067476897	female_vs_male	gender	no
Parabacteroides_goldsteinii	Otu_154	2501.9727370559594	-0.3783466435207373	1.2227375308641628	0.5291162721049902	0.7809046067476897	female_vs_male	gender	no
Weissella_confusa	Otu_240	151.3197044811717	-0.423608109253614	1.8410445095398422	0.5310631470316356	0.7809046067476897	female_vs_male	gender	no
Streptococcus_australis	Otu_248	265.00569294361	-0.38565436470721354	1.0696283977507013	0.5324349591461521	0.7809046067476897	female_vs_male	gender	no
Clostridium_sp_CAG_299	Otu_292	120.31179421433332	0.3821486188760942	1.6373941898491902	0.5449631094845493	0.7959627159276405	female_vs_male	gender	no
Parabacteroides_merdae	Otu_157	69664.15167696337	-0.351130332688619	0.7513656714808912	0.551878310281352	0.7994286634528227	female_vs_male	gender	no
Ruthenibacterium_lactatiformans	Otu_432	27791.71414199848	0.29874953240712415	0.569487358032749	0.5498853572547535	0.7994286634528227	female_vs_male	gender	no
Actinomyces_sp_oral_taxon_414	Otu_20	4.36572526976412	0.3911487097145906	1.8138538820899255	0.558878438547801	0.8029600423217385	female_vs_male	gender	no
Lactobacillus_crispatus	Otu_197	354.805009223818	-0.36396419792659096	1.5870607544468178	0.5580779320261379	0.8029600423217385	female_vs_male	gender	no
Bacteroides_dorei	Otu_91	73480.41048009622	0.36021472593673376	0.9096607447948721	0.5634621391330367	0.8062547681903615	female_vs_male	gender	no
Actinomyces_odontolyticus	Otu_10	1443.1140597500191	-0.3131063229220427	0.6630560835456561	0.570931981479744	0.8080111597750802	female_vs_male	gender	no
Lactobacillus_paragasseri	Otu_213	666.1512919198223	-0.3360693668040894	1.2888054894038716	0.5715236224237091	0.8080111597750802	female_vs_male	gender	no
Eubacterium_ramulus	Otu_322	26471.474220482076	-0.30639693760507575	0.6417394439093673	0.5715760760908948	0.8080111597750802	female_vs_male	gender	no
Parabacteroides_johnsonii	Otu_156	1185.5028633702577	-0.3318223780306253	1.2476961277138763	0.5771288311668301	0.8125973942828968	female_vs_male	gender	no
Parabacteroides_distasonis	Otu_153	129160.93565489982	-0.2746464673602981	0.5675640830303739	0.5816181350676594	0.8156557113299446	female_vs_male	gender	no
Actinomyces_sp_oral_taxon_180	Otu_18	3.6569034711196577	0.35423193720025464	1.7845538871381108	0.592360327371046	0.8266010419879551	female_vs_male	gender	no
Paraprevotella_xylaniphila	Otu_126	4850.210192910783	-0.33215955425495297	0.9138299280915978	0.5941194989288427	0.8266010419879551	female_vs_male	gender	no
Bacteroides_intestinalis	Otu_99	11191.467895540707	0.30530158092506804	1.2995391068066482	0.6053408060648942	0.8331421774441509	female_vs_male	gender	no
Alistipes_onderdonkii	Otu_148	58.28810183394224	-0.29912979638070974	1.3673710034429367	0.6130222271535087	0.8331421774441509	female_vs_male	gender	no
Streptococcus_sp_A12	Otu_268	85.52030160112699	-0.3126759501951255	1.1052852294209226	0.6076266618130456	0.8331421774441509	female_vs_male	gender	no
Harryflintia_acetispora	Otu_414	37.11796612893309	0.3080829738314407	1.3768239485885483	0.603211273250573	0.8331421774441509	female_vs_male	gender	no
Pseudoflavonifractor_sp_An184	Otu_416	402.49399106705516	0.3007604179791061	1.2245777461599696	0.6125387866349303	0.8331421774441509	female_vs_male	gender	no
Clostridium_innocuum	Otu_437	8564.049369793893	0.3057787884954172	0.7941451248339868	0.6123330227085284	0.8331421774441509	female_vs_male	gender	no
Anaerotignum_lactatifermentans	Otu_335	363.4884156595134	0.3068877864440438	1.586279966351409	0.6194618324937567	0.8374064053265021	female_vs_male	gender	no
Clostridium_aldenense	Otu_361	104.60609396324901	-0.29305447567366555	1.2327468846921308	0.6209178175858439	0.8374064053265021	female_vs_male	gender	no
Bacteroides_caccae	Otu_86	25390.2068160909	0.30063673674316754	0.9705197323283227	0.6294665272881588	0.8392887030508783	female_vs_male	gender	no
Lactobacillus_salivarius	Otu_224	968.061663947912	-0.28529416892046294	1.2433811757338908	0.6293832633663295	0.8392887030508783	female_vs_male	gender	no
Oscillibacter_sp_CAG_241	Otu_394	46110.286485224715	-0.2903544505591632	0.7650267075593482	0.6253376148685577	0.8392887030508783	female_vs_male	gender	no
Streptococcus_infantis	Otu_254	141.45732063110307	0.2826912446772658	1.09820202545953	0.6421346046053795	0.8402653562122439	female_vs_male	gender	no
Anaeromassilibacillus_sp_An250	Otu_406	1518.2125380306281	0.2949176170457695	0.9564886036158957	0.6361647583873921	0.8402653562122439	female_vs_male	gender	no
Ruminococcus_bicirculans	Otu_422	51466.7428804671	0.29044081916084324	0.8952658820229521	0.6402424182965223	0.8402653562122439	female_vs_male	gender	no
Phascolarctobacterium_faecium	Otu_463	3087.3213244104045	0.2814182796934193	1.1474916853928014	0.6396010946266648	0.8402653562122439	female_vs_male	gender	no
Veillonella_dispar	Otu_485	398.9567813440753	0.28407585725147116	1.1879558776025607	0.6336419502386776	0.8402653562122439	female_vs_male	gender	no
Actinomyces_graevenitzii	Otu_6	207.42746903395675	0.2575682037088549	1.0570662564147622	0.6744999606749416	0.8454176004555285	female_vs_male	gender	no
Bacteroides_finegoldii	Otu_96	1507.013348243476	-0.2600230560405539	1.1699656642461553	0.6629003313830759	0.8454176004555285	female_vs_male	gender	no
Enterococcus_avium	Otu_180	15.0677729039483	0.27548823035441483	1.7226595160033848	0.6696650650582827	0.8454176004555285	female_vs_male	gender	no
Lactobacillus_fermentum	Otu_202	211.20525031625118	-0.275010145233677	1.519323373289456	0.6494884734371007	0.8454176004555285	female_vs_male	gender	no
Streptococcus_cristatus	Otu_249	7.013572901333456	0.2765577185705681	1.7299915883562362	0.6693153279548775	0.8454176004555285	female_vs_male	gender	no
Streptococcus_mutans	Otu_260	506.93265202991256	0.2519398337237506	1.1354719678076344	0.6750239827373397	0.8454176004555285	female_vs_male	gender	no
Ruminococcus_gnavus	Otu_345	27402.23712647417	-0.2585853099913864	0.8987699362647518	0.6772947821831222	0.8454176004555285	female_vs_male	gender	no
Firmicutes_bacterium_CAG_424	Otu_452	311.57261373324764	0.2725313201340795	1.7273036390489112	0.6735234601787413	0.8454176004555285	female_vs_male	gender	no
Firmicutes_bacterium_CAG_94	Otu_458	1434.2139984195603	0.2594747032846958	1.0759419120675793	0.6708559728480927	0.8454176004555285	female_vs_male	gender	no
Veillonella_infantium	Otu_486	88.06765309931758	0.25862041128376945	1.2686022820968117	0.6598265695168963	0.8454176004555285	female_vs_male	gender	no
Veillonella_sp_T11011_6	Otu_491	91.98887635509561	0.24572483921363178	1.3199775050402613	0.6747864882427181	0.8454176004555285	female_vs_male	gender	no
Parasutterella_excrementihominis	Otu_516	592.3047487904541	-0.2527837978977015	1.2139180088088113	0.6688188600778513	0.8454176004555285	female_vs_male	gender	no
Haemophilus_sp_HMSC71H05	Otu_566	63.1691248236499	0.24806015083220884	1.4655176609382394	0.6772715073640547	0.8454176004555285	female_vs_male	gender	no
Flavonifractor_plautii	Otu_410	35290.46541087201	-0.19304510677436906	0.5267359932521928	0.682262667608429	0.8486093957532403	female_vs_male	gender	no
Blautia_hydrogenotrophica	Otu_338	222.55367021471932	0.23671394407081614	1.2896804242104627	0.6858163834229143	0.8500259400171332	female_vs_male	gender	no
Parascardovia_denticolens	Otu_45	0.11243212729375414	0.25524862242932084	1.71859379710645	0.6921188529255295	0.8522893978499868	female_vs_male	gender	no
Rothia_dentocariosa	Otu_61	50.78843233244987	-0.23200635107542583	1.2475878912389506	0.6924851357531142	0.8522893978499868	female_vs_male	gender	no
Alistipes_inops	Otu_147	3605.3928481238318	0.22192452437344984	1.2258679003048931	0.705668948631146	0.858532199427504	female_vs_male	gender	no
Lactobacillus_oris	Otu_210	289.79597200111357	-0.2239082619629953	1.4739813298851645	0.7070357827488023	0.858532199427504	female_vs_male	gender	no
Leuconostoc_carnosum	Otu_231	1.0077421530321122	-0.24684221485000574	1.7145009997950391	0.7012973730985246	0.858532199427504	female_vs_male	gender	no
Eubacterium_sp_CAG_251	Otu_325	19869.530062364618	0.23005255837768873	1.0541498645510605	0.7073134597556141	0.858532199427504	female_vs_male	gender	no
Bacteroides_thetaiotaomicron	Otu_110	30776.935266520028	-0.22788448835968875	0.873841852216222	0.71260988416434	0.8619885884049748	female_vs_male	gender	no
Actinomyces_oris	Otu_11	1789.168713855414	-0.2010034773384346	0.77147472618616	0.7361063140672668	0.8665866974972506	female_vs_male	gender	no
Enorma_massiliensis	Otu_77	113.21481448713966	0.20937031451903332	1.042664170250932	0.7329987521180007	0.8665866974972506	female_vs_male	gender	no
Lactobacillus_gasseri	Otu_203	306.344006755791	-0.20337192196487067	1.3463516239702689	0.7272766219006022	0.8665866974972506	female_vs_male	gender	no
Streptococcus_oralis	Otu_261	522.3464724271661	0.21702968819203283	0.9663695416025686	0.7269869983522079	0.8665866974972506	female_vs_male	gender	no
Streptococcus_parasanguinis	Otu_262	12193.907079912984	0.19237387318975682	0.6862786535841565	0.7328228941439601	0.8665866974972506	female_vs_male	gender	no
Streptococcus_salivarius	Otu_264	35032.85686637912	-0.19104803936640605	0.6766795081634377	0.7325530900220687	0.8665866974972506	female_vs_male	gender	no
Eubacteriaceae_bacterium_CHKCI005	Otu_315	2.087857803994166	0.22298025462662538	1.6993370534201977	0.7274062182130652	0.8665866974972506	female_vs_male	gender	no
Enterobacter_cloacae_complex	Otu_547	186.22393747722273	-0.21270201533761074	1.6595660713339953	0.7357094667086506	0.8665866974972506	female_vs_male	gender	no
Actinomyces_sp_HMSC035G02	Otu_13	239.82222856912202	-0.2055711492944807	0.9133504140925793	0.7408855547084984	0.8693057175246381	female_vs_male	gender	no
Bacteroides_vulgatus	Otu_112	176147.72967216966	0.17771950503698716	0.6859515018657244	0.7524142627828012	0.874091816830185	female_vs_male	gender	no
Erysipelatoclostridium_ramosum	Otu_439	5109.350694968384	0.1996500932399109	0.9342761637079374	0.7482596929828405	0.874091816830185	female_vs_male	gender	no
Escherichia_coli	Otu_550	58089.4278719718	0.18955559256503118	0.7691896138325275	0.7503212363171841	0.874091816830185	female_vs_male	gender	no
Actinomyces_johnsonii	Otu_7	18.622579596728233	0.18433195585070292	1.621889633511735	0.7666784856340306	0.8801746614312543	female_vs_male	gender	no
Bifidobacterium_adolescentis	Otu_29	230809.67232436023	-0.18075314456324304	0.8766757509670846	0.7701528287523476	0.8801746614312543	female_vs_male	gender	no
Coprobacter_fastidiosus	Otu_115	1208.6211349447588	0.17491654358551623	1.1541463587703982	0.768368500251394	0.8801746614312543	female_vs_male	gender	no
Eubacterium_sp_An11	Otu_323	8.397867359444303	0.18770903057988797	1.6818146996244194	0.767608138497606	0.8801746614312543	female_vs_male	gender	no
Firmicutes_bacterium_CAG_145	Otu_449	207.32983940080985	0.17745893948722172	1.1770773799361072	0.7638109324772191	0.8801746614312543	female_vs_male	gender	no
Phascolarctobacterium_sp_CAG_266	Otu_464	2113.0096787674693	0.17686157422219073	1.667723078693927	0.7795086672262705	0.8879839833774992	female_vs_male	gender	no
Ruminococcus_lactaris	Otu_426	11944.457771671365	0.15773310071068264	1.1305655683696163	0.7916692884271168	0.8989277081495004	female_vs_male	gender	no
Odoribacter_splanchnicus	Otu_120	22477.271518954985	0.1444009938237198	0.675487713234693	0.7959710984814583	0.8993163003022979	female_vs_male	gender	no
Gemella_haemolysans	Otu_161	21.019147028007986	0.14934676395224525	1.3645193496545434	0.7971212661770368	0.8993163003022979	female_vs_male	gender	no
Pseudopropionibacterium_propionicum	Otu_65	0.07075209479652286	0.15978820080334988	1.6721830425700277	0.8006277033255457	0.90038642674310565	female_vs_male	gender	no
Streptococcus_anginosus_group	Otu_247	936.6896202069516	0.13673511184583384	0.9293668463058451	0.8258479949201726	0.9209457812115038	female_vs_male	gender	no
Streptococcus_mitis	Otu_259	486.42379412250835	-0.13603702036158594	0.8960233723036278	0.8263624428709302	0.9209457812115038	female_vs_male	gender	no
Catabacter_hongkongensis	Otu_276	30.666138143186892	0.1284791006218157	1.4389146976900211	0.8267581444966909	0.9209457812115038	female_vs_male	gender	no
Ruminococcaceae_bacterium_D16	Otu_420	155.14011083860498	0.1269568135923572	1.4571071535273552	0.8294550838608385	0.9210352981672403	female_vs_male	gender	no
Clostridium_sp_CAG_242	Otu_290	530.8180246652428	0.11873994746092614	1.306842660397033	0.8372018522754913	0.9267140000030595	female_vs_male	gender	no
Bifidobacterium_animalis	Otu_31	787.8635163327697	-0.11753458622690827	1.396203636257026	0.8399600591547706	0.9267806586286726	female_vs_male	gender	no
Lactococcus_lactis	Otu_243	268.84854054181886	-0.11564807821488217	1.2224860817253205	0.8425278714806115	0.9267806586286726	female_vs_male	gender	no
Atopobium_parvulum	Otu_68	0.11231171100569104	-0.1162575826723372	1.6586428353171911	0.8534278327562412	0.9322646207653674	female_vs_male	gender	no
Bacteroides_sp_CAG_144	Otu_105	59.39190575423224	0.11160834876916065	1.5873544386911687	0.8554587287136752	0.9322646207653674	female_vs_male	gender	no
Hungatella_hathewayi	Otu_302	452.3082060162541	-0.11286047576435339	1.1205881827016377	0.8501782471365562	0.9322646207653674	female_vs_male	gender	no
Eisenbergiella_tayi	Otu_356	1011.0254460058447	0.10380637182502338	1.1546284200520145	0.8606088201224548	0.9349824218614323	female_vs_male	gender	no
Finegoldia_magna	Otu_495	13.926034751238117	-0.1065021028119847	1.6528707867951848	0.865299389501883	0.9371858003220395	female_vs_male	gender	no
Coprobacillus_cateniformis	Otu_435	140.7239542909054	0.09616991610315934	1.4185169434897182	0.8691200456659139	0.9384363683263856	female_vs_male	gender	no
Ruminococcus_bromii	Otu_423	187655.60356480518	-0.09700910745037589	0.7931430259308679	0.8720839706295762	0.9387570570691461	female_vs_male	gender	no
Actinomyces_sp_oral_taxon_181	Otu_19	22.95809676359469	0.08904740886253643	1.2334530120261196	0.8780117975696051	0.9394045441999858	female_vs_male	gender	no
Bifidobacterium_pseudocatenulatum	Otu_39	6848.447321221996	-0.08906431856455324	1.066498349616832	0.8833605230971456	0.9394045441999858	female_vs_male	gender	no
Streptococcus_gordonii	Otu_252	971.7405475366874	0.08981428211829821	1.0536745170660957	0.88282027928941	0.9394045441999858	female_vs_male	gender	no
Bilophila_wadsworthia	Otu_521	8125.1919279339045	-0.09013651757447903	0.7624248731380204	0.8792585426067873	0.9394045441999858	female_vs_male	gender	no
Enterococcus_gallinarum	Otu_185	6.846234050017816	-0.08013408209196766	1.64693495972127	0.8981948114957933	0.9501080422291058	female_vs_male	gender	no
Blautia_obeum	Otu_339	86572.43575706914	-0.060722417770214046	0.5355645651946813	0.8988238013133303	0.9501080422291058	female_vs_male	gender	no
Christensenella_minuta	Otu_277	89.33182887982488	0.06071022856138655	1.2573005824265917	0.9162877233116528	0.9599400914760369	female_vs_male	gender	no
Dialister_invisus	Otu_474	189.18104895011163	0.06396187450312271	1.3288768253240288	0.9116449254733086	0.9599400914760369	female_vs_male	gender	no
Veillonella_parvula	Otu_487	1020.7830944471916	0.06390193344697212	1.0590494684189633	0.9163064509543988	0.9599400914760369	female_vs_male	gender	no
Clostridium_bolteae_CAG_59	Otu_280	198.3246874359056	0.05603514264496791	1.2473896498233537	0.9227902053006648	0.9638639533110802	female_vs_male	gender	no
Absiella_dolichum	Otu_433	21.858731482148414	-0.057085823929634974	1.6428167033776322	0.9272577877048709	0.9656649150062561	female_vs_male	gender	no
Peptostreptococcus_stomatis	Otu_400	0.4617242423696462	0.04962363371815783	1.6433992273733817	0.9367587208814847	0.9726816216822496	female_vs_male	gender	no
Bacteroides_faecis_CAG_32	Otu_95	7.568786630783305	-0.03884030089004529	1.6407863239545353	0.9504294936448179	0.9736135288486385	female_vs_male	gender	no
Alistipes_indistinctus	Otu_146	1936.648577213727	-0.04435009875079232	1.107373821645176	0.9409541646161655	0.9736135288486385	female_vs_male	gender	no
Gemella_morbillorum	Otu_162	5.328019839136845	0.0267912318537673	1.6398450644554452	0.9657826477233836	0.9736135288486385	female_vs_male	gender	no
Gemella_sanguinis	Otu_163	282.31639900683217	-0.024845624451067673	0.9315512531623805	0.9680816337983621	0.9736135288486385	female_vs_male	gender	no
Mogibacterium_diversum	Otu_307	50.92881681359383	0.02457842369224812	1.1053700279799357	0.9672695540452633	0.9736135288486385	female_vs_male	gender	no
Intestinimonas_butyriciproducens	Otu_311	1675.9796389357552	-0.02504285083455744	0.924596009329251	0.9678263503540002	0.9736135288486385	female_vs_male	gender	no
Anaerostipes_hadrus	Otu_334	149352.59426428328	0.027741932275226585	0.4968367887567002	0.9509078357426912	0.9736135288486385	female_vs_male	gender	no
Blautia_coccoides	Otu_336	49.1306670754786	-0.028153623608306602	1.4403173889383054	0.9616311209746357	0.9736135288486385	female_vs_male	gender	no
Clostridium_clostridioforme	Otu_365	1442.8096444895577	-0.03569701376437231	1.1057282170645975	0.9524784023245478	0.9736135288486385	female_vs_male	gender	no
Pseudoflavonifractor_capillosus	Otu_415	2.3209144936128063	-0.032620089982298296	1.6406903070510488	0.9583583509324233	0.9736135288486385	female_vs_male	gender	no
Clostridium_leptum	Otu_417	1979.3518043295312	-0.04021912826964691	0.7892447271867729	0.9466784331601145	0.9736135288486385	female_vs_male	gender	no
Dielma_fastidiosa	Otu_436	53.382417883826434	0.011312669828986347	1.2718055184862451	0.9843354313820983	0.9871398058304804	female_vs_male	gender	no
Haemophilus_parainfluenzae	Otu_564	276.02921698463086	-0.00841142924760727	1.2183823727632213	0.988435585237303	0.988435585237303	female_vs_male	gender	no
Enterococcus_casseliflavus	Otu_181	0	0	11.525024052756612	1	NA	female_vs_male	gender	no
Lactobacillus_plantarum	Otu_216	0	0	11.525024052756612	1	NA	female_vs_male	gender	no
